License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
April 01 2020,S101651,Loki,Cat,Himalayan,Mix,98103
April 01 2020,S152042,Mowgli,Cat,Domestic Shorthair,Mix,98112
April 01 2020,208425,Claire,Cat,Domestic Shorthair,,98117
April 01 2020,S114967,Lilly,Cat,Domestic Medium Hair,,98116
April 01 2020,S114966,Huck,Cat,Domestic Shorthair,,98116
April 01 2020,8016790,Suki Phipps-Hull,Cat,Domestic Shorthair,Mix,98115
April 01 2020,S113091,Stella,Cat,Domestic Longhair,,98108
April 01 2020,204824,Penelope,Cat,Domestic Shorthair,,98103
April 01 2020,S143145,Blue,Cat,Domestic Medium Hair,,98103
April 01 2020,217504,Tucker,Cat,Birman,,98122
April 01 2020,217536,Addison,Cat,Domestic Medium Hair,,98122
April 01 2020,217525,Sumi,Cat,Birman,,98122
April 02 2020,S142311,Ella,Cat,Domestic Medium Hair,,98122
April 02 2020,S143083,Oreo,Cat,American Shorthair,,98117
April 02 2020,S119323,Charlie,Cat,Domestic Shorthair,,98117
April 02 2020,S113949,Tessy,Cat,Domestic Shorthair,Mix,98118
April 02 2020,204327,Bing,Cat,Domestic Shorthair,,98118
April 02 2020,217757,Riley,Cat,Domestic Shorthair,,98115
April 02 2020,217625,Zoe,Cat,Domestic Shorthair,,98115
April 02 2020,8016805,Manny,Cat,Domestic Shorthair,Mix,98125
April 02 2020,217576,Oscar,Cat,Domestic Longhair,,98117
April 02 2020,140780,Booberry,Cat,Domestic Medium Hair,Mix,98125
April 02 2020,217753,Max,Cat,Domestic Shorthair,,98102
April 02 2020,S153999,Eleven,Cat,Domestic Shorthair,Mix,98109
April 02 2020,217778,Cora,Cat,Domestic Shorthair,Russian Blue,98115
April 02 2020,217783,Dot,Cat,Domestic Shorthair,,98115
April 02 2020,217741,Steve,Cat,Domestic Medium Hair,,98115
April 02 2020,204655,"Katie ""Kitty""",Cat,Domestic Shorthair,Siamese,98126
April 02 2020,215566,Katrina,Cat,Domestic Shorthair,,98116
April 02 2020,217743,Lola,Cat,Domestic Shorthair,,98115
April 03 2020,S112578,Bella,Cat,Domestic Longhair,Mix,98115
April 03 2020,S112579,Eddie,Cat,Domestic Shorthair,Mix,98115
April 03 2020,S139999,Holly,Cat,Domestic Shorthair,Mix,98103
April 03 2020,72191,Jack,Cat,Himalayan,,98146
April 03 2020,S114874,Tucker,Cat,Domestic Shorthair,,98115
April 03 2020,S154105,Bumble,Cat,Domestic Shorthair,Mix,98125
April 03 2020,203760,Roxie Foxy,Cat,Himalayan,,98103
April 03 2020,215413,Tigger,Cat,Domestic Shorthair,,98125
April 03 2020,204978,Maui,Cat,Siamese,,98133
April 03 2020,203587,Aces,Cat,Domestic Medium Hair,,98115
April 03 2020,S114292,Peyton,Cat,Cornish Rex,,98125
April 03 2020,204839,Flopsy,Cat,Domestic Medium Hair,,98146
April 03 2020,203291,Raja,Cat,Domestic Medium Hair,,98115
April 03 2020,S129311,Panthera,Cat,Bombay,Mix,98136
April 03 2020,208661,Leo,Cat,Domestic Medium Hair,,98107
April 03 2020,208662,Kesa,Cat,Domestic Shorthair,,98107
April 03 2020,197203,Amber,Cat,Domestic Shorthair,,98107
April 03 2020,S114400,Ed,Cat,Mix,,98115
April 03 2020,217622,Grayson,Cat,American Shorthair,,98116
April 03 2020,217616,Alki,Cat,American Shorthair,,98116
April 03 2020,S154109,Sassy,Cat,Domestic Shorthair,Mix,98102
April 03 2020,S104474,Superman,Cat,Domestic Shorthair,Mix,98117
April 03 2020,204028,Fishball,Cat,Exotic Shorthair,,98121
April 03 2020,S126678,Yvette Margot Su-St. Amour,Cat,Domestic Longhair,Mix,98121
April 03 2020,8016845,Morris Marcel Su-St. Amour,Cat,Domestic Shorthair,Mix,98121
April 03 2020,8016846,Stoffel Maximus Su-St. Amour,Cat,Domestic Shorthair,Mix,98121
April 04 2020,S143362,Sally,Cat,American Shorthair,,98107
April 04 2020,204285,Dora,Cat,Domestic Shorthair,,98126
April 04 2020,204286,Bella,Cat,Domestic Shorthair,,98126
April 04 2020,209289,Kat,Cat,Bombay,,98199
April 04 2020,8016852,Luna,Cat,Siamese,,98103
April 04 2020,203339,Buttermilk,Cat,LaPerm,,98144
April 04 2020,8016860,Nora,Cat,Domestic Shorthair,Mix,98122
April 04 2020,8016861,Hank,Cat,Domestic Shorthair,Mix,98122
April 04 2020,133469,Jessica,Cat,Domestic Shorthair,,98122
April 04 2020,S107627,Hoshi,Cat,Domestic Shorthair,Domestic Shorthair,98105
April 04 2020,S154111,Seth,Cat,Domestic Shorthair,Mix,98121
April 05 2020,S115010,Biscuit,Cat,Ragdoll,,98136
April 05 2020,S141548,Rory,Cat,Domestic Shorthair,Mix,98146
April 05 2020,140709,Fillmore,Cat,Domestic Shorthair,,98116
April 05 2020,204973,Coraline,Cat,Maine Coon,,98116
April 05 2020,204083,Cho,Cat,LaPerm,,98115
April 05 2020,204080,Harry,Cat,LaPerm,,98115
April 05 2020,S130015,Glinda,Cat,Domestic Shorthair,,98108
April 05 2020,S130014,Elphaba,Cat,Domestic Shorthair,,98108
April 05 2020,S114334,Baxter,Cat,American Shorthair,Snowshoe,98122
April 05 2020,S152048,Swifty,Cat,Domestic Shorthair,Mix,98105
April 05 2020,217559,Cyan Pearla,Cat,British Shorthair,,98144
April 05 2020,203351,Starbuck,Cat,Siamese,,98117
April 05 2020,203358,Taliesin,Cat,Siamese,,98117
April 05 2020,S152049,Church,Cat,Domestic Medium Hair,Mix,98136
April 05 2020,8016887,Manny,Cat,Domestic Shorthair,Mix,98125
April 05 2020,8016888,Elbie,Cat,Domestic Shorthair,Mix,98125
April 05 2020,S152050,Nicki,Cat,Domestic Shorthair,Mix,98122
April 05 2020,8016893,MINERVA,Cat,Domestic Shorthair,Mix,98119
April 05 2020,S143167,Kuma,Cat,Maine Coon,,98119
April 06 2020,S141696,Tiramisu,Cat,Domestic Longhair,Mix,98122
April 06 2020,215448,Minnie,Cat,Domestic Shorthair,,98125
April 06 2020,204233,Pippin,Cat,LaPerm,,98112
April 06 2020,204230,Puck,Cat,LaPerm,,98112
April 06 2020,351330,Edgar,Cat,Domestic Shorthair,,98118
April 06 2020,199201,Keats,Cat,Domestic Shorthair,,98118
April 06 2020,8016907,Nefur Kitty,Cat,Domestic Shorthair,,98117
April 06 2020,S114621,Ruby,Cat,Domestic Shorthair,,98144
April 07 2020,8016919,Tarantula,Cat,Domestic Shorthair,Mix,98103
April 07 2020,204444,Snow Pants,Cat,Siamese,Mix,98115
April 07 2020,208688,Coconut,Cat,Domestic Shorthair,,98115
April 07 2020,215551,Bing,Cat,Domestic Medium Hair,,98139
April 07 2020,217744,Jamie,Cat,Persian,,98177
April 07 2020,133789,Thumper,Cat,Domestic Shorthair,,98125
April 07 2020,358947,Betty Jo,Cat,Domestic Shorthair,,98121
April 07 2020,83428,Aki,Cat,Domestic Shorthair,,98108
April 07 2020,210771,Max,Cat,LaPerm,,98115
April 07 2020,204566,Mia,Cat,Domestic Shorthair,,98112
April 07 2020,215471,Evil Ellie,Cat,Domestic Medium Hair,,98112
April 07 2020,208488,Millie,Cat,Siberian,,98117
April 07 2020,S143172,Stitches,Cat,Manx,,98117
April 07 2020,208369,Anya,Cat,Domestic Medium Hair,,98125
April 07 2020,208571,Sage,Cat,Domestic Shorthair,,98115
April 08 2020,198897,Simon,Cat,Domestic Shorthair,,98133
April 08 2020,215538,Cleopatra,Cat,Bengal,Ragdoll,98177
April 08 2020,204818,Izzy,Cat,Domestic Shorthair,,98177
April 08 2020,204802,Jack,Cat,Domestic Shorthair,,98177
April 08 2020,199421,Sofie,Cat,Domestic Medium Hair,,98133
April 08 2020,S141234,Piglet,Cat,Domestic Shorthair,,98115
April 08 2020,215569,James,Cat,Mix,Mix,98125
April 08 2020,S148936,Kitty Tabby,Cat,Domestic Medium Hair,Mix,98116
April 08 2020,8016964,Kai,Cat,Domestic Medium Hair,Mix,98107
April 08 2020,8016965,Celeste,Cat,Domestic Medium Hair,Mix,98107
April 08 2020,8016966,Cooper,Cat,Domestic Shorthair,,98126
April 09 2020,205156,Shadow,Cat,Domestic Shorthair,,98136
April 09 2020,217786,P'choo,Cat,LaPerm,,98102
April 09 2020,S115142,Mao,Cat,Domestic Shorthair,,98144
April 09 2020,208524,Mama Cat,Cat,Domestic Longhair,,98118
April 09 2020,S113457,Peggy Olson,Cat,American Shorthair,Mix,98103
April 09 2020,S113456,Pawl,Cat,Mix,,98103
April 09 2020,8016974,Dorian,Cat,Domestic Shorthair,Mix,98103
April 09 2020,202568,Zee Zee,Cat,Domestic Medium Hair,Maine Coon,98103
April 09 2020,208030,Mabel,Cat,Domestic Shorthair,,98144
April 09 2020,8016976,Peter,Cat,Manx,Mix,98102
April 09 2020,217648,Millie,Cat,Domestic Longhair,,98177
April 09 2020,S141188,Chloe,Cat,Domestic Shorthair,Mix,98199
April 09 2020,S114923,Tallulah,Cat,Domestic Longhair,,98125
April 09 2020,S154706,Charlotte,Cat,Domestic Longhair,Mix,98122
April 10 2020,83599,Skookle,Cat,Domestic Shorthair,,98117
April 10 2020,204116,Monkey,Cat,Siamese,Mix,98103
April 10 2020,S154114,Arya,Cat,Domestic Shorthair,Mix,98136
April 10 2020,215545,Barrett,Cat,American Shorthair,,98144
April 11 2020,S112056,Fitzgerald,Cat,American Shorthair,,98117
April 11 2020,S112057,Havana,Cat,American Shorthair,,98117
April 11 2020,S113676,Jo,Cat,Domestic Shorthair,Mix,98108
April 11 2020,S113675,Lizzie,Cat,Domestic Shorthair,Mix,98108
April 11 2020,204854,Canella,Cat,Domestic Shorthair,,98122
April 12 2020,217770,Odoroki,Cat,Domestic Shorthair,,98122
April 12 2020,S149413,Pica,Cat,Manx,Mix,98122
April 12 2020,S113704,Boo,Cat,Domestic Shorthair,,98122
April 12 2020,215522,Edna,Cat,Domestic Shorthair,,98103
April 12 2020,8017042,Pepper,Cat,Domestic Shorthair,Domestic Shorthair,98118
April 12 2020,208190,Zoey,Cat,Maine Coon,Domestic Longhair,98106
April 12 2020,S143370,Fanny,Cat,Domestic Shorthair,,98122
April 13 2020,215421,Timmy,Cat,Domestic Shorthair,Mix,98116
April 13 2020,S113668,Osiris,Cat,Domestic Shorthair,Mix,98133
April 13 2020,S113667,Bastet,Cat,Domestic Shorthair,Mix,98133
April 13 2020,204221,Lili,Cat,Domestic Medium Hair,,98133
April 13 2020,204249,Mimi,Cat,Domestic Medium Hair,,98133
April 13 2020,8017072,Percy,Cat,Siamese,Mix,98106
April 14 2020,S104068,Yunioshi,Cat,Domestic Shorthair,Mix,98122
April 14 2020,S151319,Gigi,Cat,Ragdoll,Mix,98106
April 14 2020,S148939,Indy,Cat,Domestic Shorthair,Mix,98106
April 14 2020,S141599,Bobby,Cat,Domestic Shorthair,Mix,98117
April 14 2020,204053,Nick,Cat,Abyssinian,,98139
April 14 2020,208550,Olive,Cat,Domestic Shorthair,,98102
April 14 2020,208555,Dandelion,Cat,Domestic Longhair,,98112
April 15 2020,S139228,Professor Shorthair,Cat,Domestic Shorthair,,98115
April 15 2020,S113341,Wampus,Cat,Domestic Shorthair,,98118
April 15 2020,S148948,Talon,Cat,Domestic Shorthair,Mix,98105
April 15 2020,S143048,Tessa,Cat,Mix,,98119
April 15 2020,S143047,Tesla,Cat,Mix,,98119
April 15 2020,8017126,Shadow,Cat,Domestic Shorthair,Mix,98105
April 16 2020,S143069,Leeloo,Cat,Domestic Shorthair,,98107
April 16 2020,8017131,Winnie,Cat,American Shorthair,Mix,98101
April 16 2020,8017132,Froggy,Cat,American Shorthair,Mix,98008
April 16 2020,8017133,Noodles,Cat,American Shorthair,Mix,98008
April 16 2020,S104762,Charlie Cat,Cat,American Shorthair,,98126
April 16 2020,S104761,Allie Cat,Cat,American Shorthair,,98126
April 16 2020,211637,Phoebe,Cat,Domestic Shorthair,,98144
April 16 2020,8017142,Rex,Cat,Siberian,Mix,98102
April 16 2020,S154709,Catbatha,Cat,Domestic Shorthair,Mix,98103
April 16 2020,S154711,Random,Cat,Domestic Shorthair,,98115
April 16 2020,S154712,Angelica Licorice,Cat,Domestic Medium Hair,Mix,98103
April 16 2020,S140896,Johanna,Cat,Domestic Shorthair,Mix,98102
April 16 2020,8017159,Lotus Morris,Cat,Domestic Longhair,Mix,92008
April 16 2020,8017160,Nutmeg,Cat,American Shorthair,Mix,98115
April 17 2020,8017162,Twix,Cat,Domestic Medium Hair,Mix,98144
April 17 2020,S142750,Horse,Cat,Domestic Shorthair,Mix,98144
April 17 2020,8017165,Odin of Pancakes,Cat,Domestic Shorthair,Mix,98177
April 17 2020,83236,Franklin,Cat,Domestic Longhair,,98102
April 17 2020,8017168,Emmy,Cat,Maine Coon,,98118
April 17 2020,8017169,Oscar,Cat,Maine Coon,,98118
April 17 2020,S113096,Shabu,Cat,American Shorthair,,98136
April 17 2020,204254,Cleopatra,Cat,Domestic Longhair,,98118
April 17 2020,204759,Loverboy,Cat,Domestic Shorthair,,98118
April 17 2020,133212,Daisy,Cat,Maine Coon,Domestic Medium Hair,98107
April 17 2020,133222,Thumper,Cat,Domestic Medium Hair,Maine Coon,98107
April 17 2020,S154115,Twila,Cat,Domestic Shorthair,Mix,98112
April 17 2020,S130109,Seamus,Cat,Domestic Shorthair,Mix,98117
April 17 2020,134128,Streak,Cat,Domestic Longhair,,98103
April 17 2020,S154116,Lily Bell,Cat,Persian,,98121
April 17 2020,133139,Luna,Cat,Domestic Medium Hair,,98126
April 17 2020,S141531,Sabastion,Cat,American Shorthair,,98042
April 17 2020,S113541,Mister,Cat,Russian Blue,,98133
April 17 2020,8017185,Shibumi,Cat,Domestic Shorthair,Mix,98199
April 17 2020,8017186,Lulu,Cat,Domestic Shorthair,Mix,98199
April 17 2020,8017191,Indy,Cat,American Shorthair,Mix,98116
April 17 2020,133903,Nabi,Cat,Domestic Shorthair,,98112
April 17 2020,133186,Leonardo,Cat,Domestic Shorthair,,98122
April 17 2020,S140093,Rico,Cat,Domestic Shorthair,Mix,98121
April 18 2020,128423,Kita,Cat,Domestic Shorthair,,98107
April 18 2020,S114419,Smokey,Cat,Siamese,,98115
April 18 2020,S103479,Basil,Cat,Domestic Medium Hair,Mix,98199
April 18 2020,8017209,Lilly,Cat,Domestic Medium Hair,,98106
April 18 2020,129553,Cookie,Cat,Domestic Shorthair,Mix,98103
April 18 2020,S104438,Stevie Lovington,Cat,Domestic Medium Hair,Mix,98112
April 18 2020,S130119,Rodolfo,Cat,Domestic Shorthair,Mix,98103
April 18 2020,S108048,Marcello,Cat,Domestic Shorthair,,98103
April 18 2020,S100596,Lazlo,Cat,Domestic Shorthair,Mix,98133
April 18 2020,S128304,Thor,Cat,American Shorthair,,98102
April 18 2020,129453,Susu,Cat,British Shorthair,,98107
April 19 2020,S140831,Onion,Cat,Domestic Shorthair,Mix,98177
April 19 2020,S142876,Lucy,Cat,Mix,Mix,98199
April 19 2020,S113402,Mister Banks,Cat,Persian,,98136
April 19 2020,S113335,Billee,Cat,Balinese,,98112
April 19 2020,8017240,Dingo,Cat,Mix,Mix,73034
April 19 2020,133941,miss d'meanor,Cat,Domestic Shorthair,,98188
April 19 2020,S113725,Cat Cat,Cat,Ragdoll,,98115
April 19 2020,S113726,Jack,Cat,Domestic Shorthair,,98115
April 19 2020,208432,Seven of Nine,Cat,Domestic Shorthair,,98117
April 19 2020,823682,Theo,Cat,Domestic Shorthair,,98199
April 19 2020,S134425,Ollie,Cat,Domestic Shorthair,Mix,98115
April 20 2020,8017258,Knuckles,Cat,Domestic Shorthair,Mix,98119
April 20 2020,S113777,Cleo,Cat,Domestic Medium Hair,,98119
April 20 2020,S110457,Vashta Nerada,Cat,American Shorthair,,98177
April 20 2020,S110456,Neelix,Cat,Asian Shorthair,,98177
April 20 2020,S110458,Tiki,Cat,American Shorthair,,98177
April 20 2020,68453,Max,Cat,Domestic Shorthair,Mix,98112
April 20 2020,8017278,Ray Eames,Cat,American Shorthair,,98116
April 20 2020,S114991,Snacks,Cat,Domestic Shorthair,,98105
April 20 2020,8017279,Wormie Lemon,Cat,Domestic Medium Hair,Mix,98105
April 20 2020,S149417,Leo,Cat,Domestic Shorthair,Mix,98136
April 20 2020,S112238,Anastasia Kalashnakitty,Cat,Russian Blue,,98107
April 20 2020,S110796,Xanadu,Cat,Domestic Shorthair,Mix,98107
April 20 2020,S101621,Pineapple,Cat,Domestic Shorthair,Mix,98105
April 20 2020,S143353,Spartacus,Cat,Domestic Shorthair,,98117
April 20 2020,S143352,Kiki,Cat,Domestic Shorthair,,98117
April 21 2020,8017294,Ramses,Cat,Mix,Mix,98107
April 21 2020,215368,Dexter,Cat,Domestic Shorthair,,98103
April 21 2020,8017302,Culquis,Cat,Burmese,,98102
April 21 2020,S142368,Rey,Cat,Domestic Shorthair,,98116
April 21 2020,217597,Bumpas,Cat,Domestic Medium Hair,,98122
April 21 2020,8017310,Lowell Katz,Cat,Domestic Shorthair,,98144
April 21 2020,S140835,Marley,Cat,Domestic Medium Hair,Maine Coon,98103
April 21 2020,129748,Salina,Cat,Devon Rex,,98144
April 21 2020,208659,May,Cat,Domestic Longhair,,98119
April 21 2020,8017317,Lulu,Cat,Domestic Shorthair,Mix,98101
April 22 2020,S119299,Nutella,Cat,Domestic Shorthair,Mix,98122
April 22 2020,133835,Elle,Cat,Domestic Shorthair,,98125
April 22 2020,133838,Harley,Cat,Domestic Shorthair,,98125
April 22 2020,128336,Onyx,Cat,Domestic Shorthair,,98112
April 22 2020,128339,Feathers,Cat,Domestic Shorthair,,98112
April 22 2020,S152057,Tabitha,Cat,Domestic Shorthair,Mix,98115
April 22 2020,8017336,Leah,Cat,Domestic Shorthair,Mix,98126
April 22 2020,S113468,Caramel,Cat,Domestic Shorthair,Siamese,98199
April 22 2020,8017337,Henry F Rollins,Cat,Russian Blue,Mix,98118
April 22 2020,8017339,Appa,Cat,Domestic Shorthair,Mix,98102
April 22 2020,8017346,Hercule,Cat,Maine Coon,Domestic Medium Hair,98117
April 22 2020,8017349,Skitter,Cat,Domestic Shorthair,American Shorthair,98116
April 22 2020,8017350,Bo/Bowie,Cat,Domestic Shorthair,Mix,98115
April 23 2020,S134465,Petrol,Cat,Domestic Shorthair,Mix,98103
April 23 2020,133378,Bella,Cat,Domestic Shorthair,,98102
April 23 2020,S143237,Lilith,Cat,Domestic Shorthair,,98125
April 23 2020,S142837,Cio Cio San,Cat,Siamese,,98112
April 23 2020,S154717,Margot,Cat,Domestic Shorthair,Mix,98107
April 23 2020,S154718,Ava,Cat,Domestic Shorthair,Mix,98102
April 23 2020,S154719,Sylvia,Cat,Domestic Shorthair,Mix,98125
April 23 2020,S142950,Ada,Cat,Domestic Shorthair,Mix,98101
April 23 2020,S104449,Leonidas,Cat,Domestic Shorthair,Mix,98144
April 23 2020,S104449,Freya,Cat,Domestic Shorthair,Mix,98144
April 24 2020,8017372,Maverick,Cat,American Shorthair,Mix,98105
April 25 2020,8017398,Smokey,Cat,Domestic Shorthair,,98125
April 25 2020,8017399,Ally,Cat,Domestic Shorthair,,98125
April 25 2020,S154120,Jack,Cat,Domestic Shorthair,Mix,98119
April 25 2020,8017400,Mighty Cat,Cat,Siamese,Domestic Shorthair,98106
April 25 2020,217580,Josepi,Cat,Domestic Shorthair,,98117
April 25 2020,217548,Annabelle,Cat,Norwegian Forest,,98117
April 25 2020,204527,Chanel,Cat,Domestic Medium Hair,,98115
April 25 2020,204526,Ella,Cat,Domestic Shorthair,,98115
April 25 2020,S154121,Jack,Cat,Domestic Shorthair,Mix,98116
April 25 2020,8017406,Atan,Cat,Domestic Shorthair,Mix,98122
April 25 2020,8017407,Parker,Cat,Maine Coon,Mix,98116
April 25 2020,S154122,Blackberry,Cat,Domestic Shorthair,Mix,98118
April 26 2020,S126540,Spot,Cat,Domestic Shorthair,Mix,98107
April 26 2020,S110798,Zu Zu,Cat,Domestic Shorthair,,98103
April 26 2020,S128423,Missy Jr III,Cat,Domestic Shorthair,Mix,98119
April 26 2020,S113996,Scamper,Cat,Domestic Shorthair,Mix,98199
April 26 2020,S113995,Alley Cat,Cat,Pixie-Bob,Mix,98199
April 26 2020,S115743,Linus,Cat,Siberian,,98199
April 26 2020,S115742,Minuet,Cat,Siberian,,98199
April 26 2020,203191,Baby,Cat,Domestic Shorthair,,98115
April 26 2020,215353,Pita,Cat,Domestic Longhair,,98103
April 26 2020,22011,Mario,Cat,Domestic Shorthair,,98133
April 26 2020,199188,,Cat,Domestic Shorthair,,98115
April 26 2020,S149418,Kensington,Cat,Domestic Shorthair,Mix,98107
April 26 2020,S113745,Sparky,Cat,Siamese,,98103
April 26 2020,S104556,Seva,Cat,Siberian,,98144
April 26 2020,S113332,Braveheart,Cat,Mix,,98133
April 26 2020,8017425,Jupiter,Cat,Siberian,,98177
April 27 2020,129442,Lulu,Cat,Domestic Shorthair,,98126
April 27 2020,217627,Vance,Cat,Domestic Shorthair,Mix,98109
April 27 2020,8017443,Percy,Cat,Domestic Medium Hair,Mix,98103
April 28 2020,S117864,Sahara,Cat,Domestic Shorthair,Mix,98121
April 28 2020,217578,Casey,Cat,Domestic Longhair,,98199
April 28 2020,S114694,Olive,Cat,Domestic Shorthair,,98112
April 28 2020,S143780,Bijou,Cat,Domestic Medium Hair,,98117
April 28 2020,209411,Elenor,Cat,LaPerm,,98112
April 28 2020,S140390,Opus,Cat,Domestic Shorthair,,98103
April 28 2020,204800,Ace,Cat,Siamese,,98126
April 28 2020,203199,Ellie,Cat,Domestic Shorthair,,98199
April 28 2020,140735,Romeo,Cat,Domestic Longhair,,98122
April 28 2020,8017473,Sasha,Cat,American Shorthair,Mix,98122
April 28 2020,8017478,Sherman,Cat,American Shorthair,Mix,98133
April 28 2020,8017479,Scotty,Cat,Domestic Shorthair,Domestic Shorthair,98133
April 28 2020,8017480,Mia,Cat,Domestic Shorthair,Domestic Shorthair,98133
April 29 2020,S113208,Echo,Cat,Bombay,American Shorthair,98133
April 29 2020,S140877,Chula,Cat,Domestic Shorthair,Mix,98109
April 29 2020,133668,Kali Mirch,Cat,Domestic Shorthair,,98118
April 29 2020,8017496,Mina,Cat,Domestic Shorthair,Mix,98102
April 29 2020,208501,Minky,Cat,Domestic Medium Hair,,98112
April 29 2020,208506,Boris,Cat,Norwegian Forest,,98112
April 29 2020,208509,Iggy,Cat,Domestic Shorthair,,98112
April 29 2020,S134598,Aurora,Cat,Domestic Shorthair,Mix,98117
April 29 2020,208685,CC,Cat,LaPerm,,98108
April 29 2020,133891,Pepper,Cat,Bombay,,98136
April 29 2020,8017513,Sumi,Cat,Maine Coon,Mix,98115
April 29 2020,129314,Sidney,Cat,Domestic Shorthair,Mix,98115
April 30 2020,128741,Q.T.,Cat,LaPerm,,98115
April 30 2020,S143563,Siggy,Cat,Domestic Shorthair,Pixie-Bob,98107
April 30 2020,204890,Electra,Cat,Domestic Shorthair,,98199
April 30 2020,S143612,Midna,Cat,Domestic Medium Hair,,98108
April 30 2020,S154720,Squint,Cat,Domestic Shorthair,Domestic Shorthair,98102
April 30 2020,S154721,Remington,Cat,Domestic Medium Hair,Mix,98115
April 30 2020,S101558,Cheech,Cat,Domestic Shorthair,Mix,98118
April 30 2020,S115220,Echo,Cat,Domestic Medium Hair,Mix,98178
April 30 2020,217558,Damien,Cat,Maine Coon,Mix,98178
April 30 2020,8017532,Adelaide Hastings,Cat,Domestic Shorthair,Mix,98119
April 30 2020,8017534,Corn,Cat,American Shorthair,Mix,98105
May 01 2020,133601,Scupper,Cat,Maine Coon,,98125
May 01 2020,199494,Meelee,Cat,Domestic Shorthair,,98127
May 02 2020,S114749,Lucy,Cat,American Shorthair,,98126
May 02 2020,8017557,Phoebe,Cat,Chartreux,Mix,98126
May 02 2020,S154128,The Great Catsby,Cat,Siamese,Mix,98117
May 02 2020,S129726,Camille,Cat,Siamese,American Shorthair,98146
May 02 2020,S142815,Sky,Cat,Domestic Shorthair,,98146
May 02 2020,S114660,Manny,Cat,Domestic Medium Hair,,98117
May 03 2020,204909,Baker,Cat,Domestic Medium Hair,,98146
May 03 2020,S152063,Lily,Cat,Domestic Shorthair,Mix,98199
May 03 2020,S141588,Ziggy,Cat,Maine Coon,,98122
May 03 2020,S141589,Cooper,Cat,Maine Coon,Ragdoll,98122
May 04 2020,273197,Ginny,Cat,Domestic Longhair,,98117
May 04 2020,208515,Cricket,Cat,Domestic Shorthair,,98106
May 04 2020,284613,Romulus,Cat,Domestic Shorthair,,98106
May 04 2020,284612,Remus,Cat,Domestic Shorthair,,98106
May 05 2020,8017627,Astro,Cat,Domestic Longhair,Mix,98104
May 05 2020,8017631,Roxanne,Cat,Norwegian Forest,Mix,98119
May 05 2020,8017635,Hime,Cat,Domestic Medium Hair,,98102
May 05 2020,204741,Cherry,Cat,Domestic Shorthair,,98122
May 05 2020,208093,Joey,Cat,Domestic Shorthair,,98199
May 05 2020,284610,Tuk Tuk,Cat,Domestic Shorthair,,98115
May 05 2020,284606,Jum Mum,Cat,Domestic Shorthair,,98115
May 05 2020,S107626,Simon,Cat,Domestic Shorthair,,98115
May 05 2020,S129793,Aurora,Cat,Siamese,Ragdoll,98115
May 06 2020,273702,Whootie,Cat,Persian,,98103
May 06 2020,S128854,Luna,Cat,Domestic Medium Hair,Mix,98136
May 06 2020,S128855,Gingerbread,Cat,Domestic Medium Hair,Mix,98136
May 06 2020,273677,Louise,Cat,Burmese,,
May 06 2020,S115854,Penny,Cat,Domestic Shorthair,,98115
May 06 2020,284541,Midnight,Cat,Domestic Shorthair,,98115
May 06 2020,S141281,Bandit,Cat,Domestic Shorthair,,98115
May 06 2020,276508,Figaro,Cat,Domestic Shorthair,,98112
May 06 2020,S132150,Bella,Cat,Domestic Shorthair,,98121
May 06 2020,277029,Spartacus,Cat,Domestic Medium Hair,,98178
May 06 2020,277602,Gabby,Cat,Domestic Shorthair,,98122
May 06 2020,215278,Miss Hiss N Puff,Cat,LaPerm,,98125
May 06 2020,S143453,Coco,Cat,Domestic Shorthair,Mix,98107
May 06 2020,277095,Marcel,Cat,Domestic Longhair,,98122
May 06 2020,277096,George,Cat,Domestic Longhair,,98122
May 06 2020,8017669,Sissy,Cat,Domestic Medium Hair,Mix,98118
May 06 2020,284719,Zeta,Cat,Himalayan,Mix,98108
May 06 2020,8017671,Luna,Cat,Domestic Medium Hair,Mix,98109
May 06 2020,8017672,Pea,Cat,Siamese,,98109
May 06 2020,S152066,Mocha,Cat,Domestic Shorthair,Mix,98119
May 06 2020,S143431,Aida,Cat,Domestic Shorthair,,98105
May 06 2020,284751,Purr-Sephone,Cat,Domestic Shorthair,,98119
May 06 2020,S114490,Snoqualmie,Cat,Balinese,Mix,98104
May 06 2020,276913,Kiko,Cat,Siamese,Domestic Shorthair,98117
May 06 2020,276912,Loki,Cat,Domestic Shorthair,,98117
May 06 2020,8017682,Hoot,Cat,Domestic Shorthair,,98105
May 06 2020,S116007,Pip,Cat,Domestic Longhair,,98105
May 06 2020,S144054,Evey,Cat,Tiffany,,98109
May 06 2020,8017685,Cleo,Cat,Domestic Shorthair,,98144
May 06 2020,S128804,Sparky,Cat,Domestic Shorthair,Mix,98118
May 07 2020,208311,Kyriaki,Cat,Domestic Shorthair,,98107
May 07 2020,S130665,Irving,Cat,Domestic Longhair,Mix,98126
May 07 2020,273623,Sally,Cat,Domestic Shorthair,,98117
May 07 2020,8017686,Miss Kiddy,Cat,Domestic Medium Hair,Mix,98125
May 07 2020,S104462,Ruby,Cat,Domestic Shorthair,Mix,98102
May 07 2020,S144149,Grace,Cat,Domestic Shorthair,,98122
May 07 2020,272865,Asche,Cat,Domestic Shorthair,,98107
May 07 2020,8017694,Jasper (formerly Bones),Cat,Domestic Shorthair,,98119
